Blood(T_helper_naive_cells)	Brain(Germinal_Matrix)	Heart(Right_Atrium)
PCDHGC5	0.336	123.485	29.828
PCED1A	52.702	40.278	12.446
PCED1B	73.199	1.658	1.069
PCF11	31.943	7.244	6.315
PCGF1	4.282	10.661	8.273
PCGF3	27.534	29.177	11.93
PCGF5	28.61	5.391	13.215
PCGF6	1.3	2.751	3.763
PCID2	15.519	10.662	12.991
PCIF1	66.765	63.55	18.515
PCK1	0.0	0.15	0.986
PCK2	3.419	1.167	1.967
PCLAF	0.668	16.195	0.114
PCLO	0.0	3.621	0.783
PCM1	21.557	22.922	11.241
PCMT1	8.757	28.445	57.7
PCMTD1	12.388	9.623	26.995
PCMTD2	35.95	25.657	32.259
PCNA	13.186	67.989	35.352
PCNP	67.837	41.437	58.64
PCNT	12.168	11.543	12.762
PCNX1	31.735	9.049	5.313
PCNX2	12.971	6.235	0.271
PCNX3	20.404	14.181	6.862
PCNX4	4.861	17.652	6.207
PCOLCE	1.453	6.378	14.472
PCOLCE2	0.322	0.616	59.988
PCP2	4.968	0.12	0.208
PCP4	0.0	77.215	3.73
PCP4L1	1.002	10.458	0.499
PCSK1	0.014	1.081	0.158
PCSK1N	1.384	180.598	6.496
PCSK2	0.0	3.247	0.708
PCSK4	1.672	5.169	0.867
PCSK5	8.669	0.768	1.392
PCSK6	0.074	1.92	3.312
PCSK7	51.038	2.382	5.491
PCSK9	0.0	0.019	0.044
PCTP	0.978	1.322	10.615
PCYOX1	7.599	9.667	26.766
PCYOX1L	20.078	4.244	1.855
PCYT1A	13.935	5.26	20.759
PCYT1B	0.062	15.448	3.489
PCYT2	6.734	7.607	14.602
PDAP1	21.034	33.43	58.678
PDC	0.528	0.0	0.013
PDCD1	0.478	0.762	6.429
PDCD10	10.12	8.047	11.165
PDCD11	13.355	8.908	4.978
PDCD1LG2	0.044	0.144	1.96
PDCD2	15.892	5.51	6.283
PDCD2L	3.918	10.395	7.981
PDCD4	97.423	5.23	18.584
PDCD5	21.795	44.258	104.384
PDCD6	10.785	9.61	7.252
PDCD6IP	21.107	19.858	16.978
PDCD7	13.067	11.613	11.395
PDCL	7.958	15.102	6.509
PDCL2	0.0	0.066	0.0
PDCL3	5.404	5.925	24.032
PDDC1	6.288	19.995	13.691
PDE10A	0.0	14.887	0.94
PDE11A	0.0	0.009	0.081
PDE12	24.387	4.822	6.486
PDE1A	0.0	1.253	3.18
PDE1B	6.613	5.759	1.097
PDE1C	0.002	1.607	10.764
PDE2A	0.134	17.45	18.322
PDE3A	0.026	1.387	30.59
PDE3B	42.373	1.251	2.134
PDE4A	0.672	3.259	4.312
PDE4B	27.777	8.963	4.0
PDE4C	0.026	0.15	1.881
PDE4D	14.483	2.96	6.131
PDE4DIP	8.135	36.94	106.139
PDE5A	1.583	0.662	2.099
PDE6A	0.028	0.0	0.045
PDE6B	4.521	1.531	1.087
PDE6C	1.039	0.007	0.014
PDE6D	4.715	22.728	8.818
PDE6G	0.49	0.456	0.022
PDE6H	0.126	0.0	0.0
PDE7A	114.577	9.681	18.787
PDE7B	0.914	1.498	2.919
PDE8A	12.073	3.46	4.433
PDE8B	0.053	2.082	12.252
PDE9A	6.798	28.179	1.529
PDF	10.614	7.2	7.485
PDGFA	0.016	1.783	11.11
PDGFB	0.72	2.73	15.736
PDGFC	0.062	0.87	4.069
PDGFD	0.055	9.113	10.219
PDGFRA	0.0	9.046	10.918
PDGFRB	0.0	21.136	23.194
PDGFRL	0.416	0.591	1.463
PDHA1	11.19	15.838	182.422
PDHA2	0.0	0.0	0.0
PDHB	11.838	8.761	74.966
PDHX	7.629	10.409	40.722
PDIA2	0.112	4.068	0.669
PDIA3	46.234	27.743	77.468
PDIA4	14.004	31.416	23.34
PDIA5	3.308	4.599	4.21
PDIA6	10.775	29.097	46.245
PDIK1L	7.582	5.645	1.2
PDILT	0.0	0.0	0.011
PDK1	56.759	7.089	8.618
PDK2	6.72	23.566	57.139
PDK3	13.501	3.121	6.615
PDK4	0.104	2.199	116.744
PDLIM1	0.346	7.84	130.89
PDLIM2	6.847	2.191	5.047
PDLIM3	0.003	9.926	97.837
PDLIM4	0.012	7.133	18.522
PDLIM5	3.495	6.524	91.187
PDLIM7	1.185	18.264	15.806
PDP1	13.275	7.202	21.004
PDP2	2.879	3.674	1.231
PDPK1	11.655	5.439	9.257
PDPK2P	3.421	0.702	1.487
PDPN	0.0	23.08	4.782
PDPR	34.009	6.155	6.722
PDRG1	9.279	21.425	17.22
PDS5A	29.181	16.073	8.533
PDS5B	9.924	7.007	2.437
PDSS1	5.882	6.134	3.81
PDSS2	6.319	4.85	8.209
PDX1	0.0	0.0	0.0
PDXDC1	24.345	13.223	21.11
PDXK	5.611	6.274	12.549
PDXP	6.276	45.418	15.543
PDYN	0.0	8.772	0.0
PDZD11	5.203	76.544	39.825
PDZD2	1.603	1.168	20.939
PDZD3	0.264	0.015	0.04
PDZD4	0.631	88.723	3.859
PDZD7	0.755	0.415	0.214
PDZD8	9.813	6.656	4.005
PDZD9	0.44	0.042	0.017
PDZK1	1.815	0.117	0.103
PDZK1IP1	0.0	0.02	0.103
PDZRN3	0.0	152.629	25.671
PDZRN4	0.0	17.213	0.401
PEA15	9.537	782.261	172.794
PEAK1	4.836	4.712	9.899
PEAR1	0.083	0.568	6.673
PEBP1	90.3	222.051	483.941
PEBP4	0.176	0.7	142.222
PECR	5.886	3.527	3.149
PEF1	20.028	30.592	26.999
PEG10	0.084	123.317	1.798
PEG3	0.009	14.037	3.186
PELI1	86.456	33.426	6.988
PELI2	6.347	16.269	1.638
PELI3	3.131	3.003	8.474
PELO	2.982	6.809	7.17
PELP1	29.376	46.305	18.215
PEMT	7.668	32.356	12.072
PENK	0.0	37.626	0.02
PEPD	17.546	33.921	23.39
PER1	255.828	17.828	59.796
PER2	4.431	2.38	3.769
PER3	4.4	6.102	9.738
PERM1	0.035	0.014	102.316
PERP	1.185	0.499	83.839
PES1	11.235	14.567	8.621
PET100	59.087	71.869	124.334
PET117	24.76	10.136	14.28
PEX1	17.268	4.312	4.004
PEX10	6.822	16.338	11.201
PEX11A	0.328	3.245	6.516
PEX11B	19.597	15.853	19.021
PEX11G	9.101	1.023	2.918
PEX12	1.875	4.827	5.556
PEX13	4.812	10.082	7.979
PEX14	11.237	13.153	16.753
PEX16	11.242	6.412	7.221
PEX19	21.003	19.835	36.506
PEX2	11.553	6.328	11.394
PEX26	11.718	10.082	91.386
PEX3	7.522	3.319	8.752
PEX5	8.763	12.626	7.938
PEX5L	0.452	0.096	0.084
PEX6	10.55	12.775	18.574
PEX7	4.054	2.503	6.344
PF4	0.071	0.256	0.133
PF4V1	0.0	0.059	0.0
PFAS	8.195	8.576	3.945
PFDN1	16.539	60.259	76.768
PFDN2	17.114	99.206	103.426
PFDN4	10.339	23.132	21.249
PFDN5	139.433	117.949	80.961
PFDN6	4.297	6.436	17.525
PFKFB1	1.421	0.356	0.419
PFKFB2	1.605	0.611	5.429
PFKFB3	14.935	29.406	9.138
PFKFB4	0.837	5.485	0.426
PFKL	23.722	28.677	15.402
PFKM	3.883	22.271	87.921
PFKP	10.668	15.264	50.469
PFN1	364.999	236.492	153.663
PFN2	3.368	726.726	27.925
PFN3	0.0	0.103	0.0
PFN4	0.425	0.749	2.367
PGA3	0.0	0.003	0.711
PGA4	0.011	0.012	1.748
PGA5	0.0	0.014	1.668
PGAM1	12.197	58.102	66.638
PGAM2	46.041	4.226	1989.77
PGAM4	3.499	15.397	1.553
PGAM5	5.518	5.649	12.506
PGAP1	2.995	15.553	2.051
PGAP2	7.471	8.747	3.387
PGAP3	20.82	7.731	12.329
PGBD1	2.54	9.633	2.775
PGBD2	1.26	0.766	2.057
PGBD4	2.504	0.889	2.531
PGBD5	0.011	26.919	19.147
PGC	0.032	0.021	0.645
PGD	12.927	55.77	14.736
PGF	0.708	0.729	1.51
PGGHG	317.87	1.759	11.149
PGGT1B	7.516	2.466	4.662
PGK1	61.254	47.341	115.415
PGK2	0.0	0.0	0.0
PGLS	34.922	132.045	27.895
PGLYRP1	4.003	0.015	0.027
PGLYRP2	0.066	0.0	0.018
PGLYRP3	0.0	0.0	0.0
PGLYRP4	0.0	0.0	0.0
PGM1	5.165	13.58	59.444
PGM2	5.578	7.843	4.065
PGM2L1	3.731	9.461	0.896
PGM3	7.365	8.223	3.326
PGM5	0.007	0.186	68.458
PGP	10.01	7.038	18.572
PGPEP1	10.432	3.807	12.803
PGPEP1L	0.138	0.009	3.871
PGR	0.0	0.0	1.937
PGRMC1	11.881	88.22	37.807
PGRMC2	20.424	6.495	23.103
PGS1	28.128	14.512	11.138
PHACTR1	0.552	7.339	1.707
PHACTR2	5.255	0.795	5.794
PHACTR3	0.007	12.572	4.119
PHACTR4	19.814	18.769	7.961
PHAX	8.2	9.058	13.927
PHB	9.527	33.724	71.711
PHB2	71.873	124.76	74.17
PHC1	19.203	36.836	4.629
PHC2	16.331	37.678	41.298
PHC3	48.023	11.476	2.669
PHEX	0.177	0.045	0.022
PHF1	111.753	42.964	34.423
PHF10	75.401	11.961	32.154
PHF11	28.675	2.631	6.315
PHF12	64.254	25.746	7.867
PHF13	2.698	9.297	5.475
PHF14	7.149	17.539	3.284
PHF19	20.33	9.139	6.865
PHF2	25.616	31.293	23.256
PHF20	15.052	15.301	6.999
PHF20L1	8.589	4.038	3.412
PHF21A	14.156	28.595	8.435
PHF21B	0.0	22.923	0.209
PHF23	3.447	17.355	16.694
PHF24	0.026	4.017	0.093
PHF3	55.711	18.797	7.448
PHF5A	16.736	31.405	25.442
PHF6	5.369	16.887	3.285
PHF7	5.881	1.28	3.189
PHF8	24.541	11.098	3.576
PHGDH	2.27	36.806	3.796
PHGR1	0.592	0.0	0.087
PHIP	33.246	18.865	3.068
PHKA1	0.134	2.537	4.549
PHKA2	13.836	5.973	9.385
PHKB	14.24	27.908	15.467
PHKG1	6.004	2.541	14.197
PHKG2	14.746	11.262	12.696
PHLDA1	0.646	10.479	3.494
PHLDA2	0.231	0.148	1.257
PHLDA3	0.117	3.921	17.842
PHLDB1	0.36	14.822	17.686
PHLDB2	0.159	0.433	2.948
PHLDB3	7.654	1.955	3.086
PHLPP1	2.721	25.547	1.782
PHLPP2	3.35	2.398	1.444
PHOSPHO1	0.762	2.935	1.031
PHOSPHO2	3.645	2.128	2.785
PHOX2A	0.115	0.035	0.088
PHOX2B	0.0	0.0	0.178
PHPT1	4.305	51.337	115.845
PHRF1	13.504	13.723	14.147
PHTF1	1.093	4.923	1.734
PHTF2	9.608	4.411	4.999
PHYH	4.43	8.564	66.845
PHYHD1	0.485	5.967	21.444
PHYHIP	0.01	6.333	1.946
PHYHIPL	0.0	40.444	0.242
PHYKPL	37.475	8.661	8.595
PI15	0.0	0.287	0.137
PI16	0.771	0.48	26.139
PI3	0.0	0.0	0.0
PI4K2A	11.261	4.138	10.563
PI4K2B	4.96	1.439	1.767
PI4KA	47.144	40.576	9.724
PI4KB	28.633	22.413	15.502
PIANP	0.624	67.951	0.153
PIAS1	47.13	36.548	7.307
PIAS2	12.551	9.243	7.26
PIAS3	13.115	18.309	8.617
PIAS4	10.311	10.272	9.534
PIBF1	13.528	8.494	6.157
PICALM	22.259	35.898	31.371
PICK1	7.687	7.475	14.114
PID1	0.056	46.193	7.323
PIDD1	18.772	8.453	5.07
PIEZO1	17.915	1.565	9.53
PIEZO2	0.0	0.071	0.176
PIF1	0.073	5.543	0.354
PIFO	0.091	0.574	6.564
PIGA	19.839	3.072	3.827
PIGB	12.714	2.504	3.099
PIGC	9.349	5.821	6.539
PIGF	5.04	8.047	2.571
PIGG	17.627	6.34	3.785
PIGH	16.587	8.677	5.583
PIGK	9.742	3.296	12.399
PIGL	24.006	5.585	2.406
PIGM	2.931	3.82	3.893
PIGN	5.437	3.933	4.848
PIGO	12.92	5.028	3.974
PIGP	2.208	1.031	8.746
PIGQ	5.804	16.965	7.08
PIGR	0.03	0.0	0.425
PIGS	17.579	11.356	6.787
PIGT	42.969	48.72	93.386
PIGU	8.51	29.61	10.85
PIGV	1.867	3.015	2.928
PIGX	2.829	5.547	5.403
PIGY	61.848	59.303	116.831
PIGZ	0.833	2.564	2.933
PIH1D1	34.525	46.813	26.335
PIH1D2	0.393	0.948	0.805
PIH1D3	0.0	0.029	0.0
PIK3AP1	0.869	0.764	1.175
PIK3C2A	17.402	8.581	10.978
PIK3C2B	7.219	7.991	8.913
PIK3C2G	0.0	0.002	0.0
PIK3C3	12.841	6.986	4.035
PIK3CA	24.701	7.54	5.042
PIK3CB	10.909	4.696	6.444
PIK3CD	181.504	9.323	2.305
PIK3CD-AS1	8.436	0.016	0.0
PIK3CG	7.435	0.012	0.171
PIK3IP1	627.7	6.639	10.498
PIK3R1	42.24	4.479	20.518
PIK3R2	7.677	81.04	18.55
PIK3R3	0.127	6.344	15.381
PIK3R4	15.925	6.217	5.611
PIK3R5	113.026	0.569	1.498
PIKFYVE	22.025	5.732	4.933
PILRA	8.69	5.228	2.215
PILRB	40.956	14.905	11.888
PIM1	95.322	28.261	42.617
PIM2	153.609	3.84	3.426
PIM3	19.452	11.509	39.434
PIN1	13.605	29.295	34.019
PIN4	1.183	4.492	6.661
PINK1	13.798	22.44	98.513
PINX1	4.633	3.582	3.983
PIP	0.0	0.0	0.0
PIP4K2A	45.54	6.648	9.595
PIP4K2C	14.095	7.499	8.325
PIP5K1A	20.897	10.648	13.345
PIP5K1B	0.282	4.735	22.966
PIP5K1C	13.517	33.194	26.237
PIP5KL1	0.516	0.643	0.129
PIPOX	0.349	2.63	0.115
PIR	0.017	1.493	8.19
PIRT	0.025	0.163	0.033
PISD	16.848	13.592	5.768
PITHD1	32.818	26.938	21.61
PITPNA	14.827	32.629	20.168
PITPNB	6.875	9.633	8.284
PITPNC1	80.754	26.273	7.245
PITPNM1	18.11	10.071	7.915
PITPNM2	39.597	2.663	7.958
PITPNM3	0.326	2.896	3.243
PITRM1	30.107	13.695	24.119
PITX1	0.0	0.0	0.024
PITX2	0.0	0.006	0.164
PITX3	0.0	0.041	0.542
PIWIL1	0.004	0.0	0.0
PIWIL2	1.06	0.382	0.412
PIWIL3	0.0	0.0	0.0
PIWIL4	2.143	1.523	1.033
PJA1	13.297	71.458	8.84
PJA2	53.607	56.053	36.797
PKD1	19.598	39.904	30.378
PKD1L1	0.423	0.177	0.524
PKD2	4.592	8.008	10.554
PKD2L1	0.071	0.037	0.015
PKD2L2	3.341	0.03	0.105
PKDCC	0.0	1.028	51.209
PKDREJ	0.354	0.0	0.084
PKHD1	0.0	0.0	0.008
PKHD1L1	0.009	0.004	3.486
PKIA	12.424	61.275	28.751
PKIB	0.236	0.349	0.152
PKIG	2.097	21.144	144.633
PKLR	0.17	0.436	0.006
PKM	125.169	235.76	560.611
PKMYT1	0.273	15.612	0.225
PKN1	82.911	86.052	78.675
PKN2	24.192	10.244	9.058
PKN3	0.961	4.453	7.445
PKNOX1	4.15	10.73	2.108
PKNOX2	0.0	6.136	4.685
PKP1	0.0	0.212	0.029
PKP2	0.449	0.463	57.389
PKP3	0.011	0.03	0.281
PKP4	3.555	9.26	12.231
PLA1A	0.0	0.045	3.811
PLA2G10	0.648	0.084	0.021
PLA2G12A	10.216	16.037	21.667
PLA2G12B	0.01	0.003	17.787
PLA2G15	7.84	10.045	17.486
PLA2G16	0.475	2.602	58.503
PLA2G1B	0.275	0.684	0.036
PLA2G2A	0.0	0.0	469.871
PLA2G2C	0.088	0.0	0.044
PLA2G2D	0.0	0.0	0.0
PLA2G2E	0.0	0.0	0.0
PLA2G2F	0.029	0.0	0.002
PLA2G3	0.002	0.499	0.0
PLA2G4A	0.015	0.272	3.608
PLA2G4B	30.818	14.644	3.985
PLA2G4C	0.82	1.734	13.357
PLA2G4D	0.0	0.006	0.0
PLA2G4E	0.007	0.005	0.073
PLA2G4F	0.0	0.0	0.791
PLA2G5	0.0	0.691	78.275
PLA2G6	19.765	8.831	4.602
PLA2G7	0.036	1.577	0.098
PLA2R1	0.0	0.115	1.338
PLAA	9.108	8.215	13.243
PLAC1	0.0	0.022	0.0
PLAC8	58.407	0.045	0.358
PLAC8L1	0.817	0.604	0.288
PLAC9	4.302	2.142	39.932
PLAG1	9.777	0.932	2.619
PLAGL1	1.652	5.837	4.312
PLAGL2	12.307	8.542	4.652
PLAT	0.531	1.258	8.019
PLAU	0.151	1.759	5.163
PLAUR	1.013	5.487	4.613
PLB1	0.266	0.254	0.266
PLBD1	1.361	0.412	11.349
PLBD2	9.223	20.924	19.336
PLCB1	0.637	2.957	2.367
PLCB2	55.025	2.059	5.673
PLCB3	1.266	8.797	7.787
PLCB4	0.137	4.914	5.918
PLCD1	16.486	7.379	4.393
PLCD3	0.259	4.355	29.992
PLCD4	2.121	0.168	0.273
PLCE1	0.09	10.424	6.682
PLCG1	118.494	58.872	18.42
PLCG2	1.363	1.085	3.522
PLCH1	0.054	2.344	1.092
PLCH2	11.598	1.732	0.052
PLCL1	29.091	2.293	16.713
PLCL2	52.911	10.131	10.868
PLCXD1	6.89	15.934	1.822
PLCXD2	4.555	2.009	0.078
PLCXD3	0.0	1.062	40.672
PLCZ1	0.0	0.0	0.121
PLD1	0.149	0.212	6.862
PLD2	4.852	14.191	5.759
PLD3	16.534	71.919	56.731
PLD4	0.494	6.655	0.01
PLD5	0.0	1.028	0.121
PLD6	9.275	2.157	3.076
PLEC	52.608	12.332	58.503
PLEK	5.651	0.758	1.165
PLEK2	0.431	0.25	0.335
PLEKHA1	13.218	3.246	4.712
PLEKHA2	16.91	4.503	25.965
PLEKHA3	6.768	7.135	15.796
PLEKHA4	0.538	1.64	25.521
PLEKHA5	0.282	4.189	12.607
PLEKHA6	0.512	3.394	18.839
PLEKHA7	0.269	4.251	4.701
PLEKHA8	1.62	3.751	0.582
PLEKHB1	16.29	12.847	6.273
PLEKHB2	15.448	17.124	9.093
PLEKHD1	0.252	0.011	0.031
PLEKHF1	7.117	0.579	41.915
PLEKHF2	25.694	7.491	5.801
PLEKHG1	0.166	3.313	1.921
PLEKHG2	14.072	32.533	5.313
PLEKHG3	0.483	8.326	6.726
PLEKHG4	11.705	0.966	0.858
PLEKHG4B	0.0	2.409	0.009
PLEKHG5	2.784	25.174	6.781
PLEKHG6	0.099	0.007	0.431
PLEKHG7	0.011	0.007	0.0
PLEKHH1	0.66	4.286	1.657
PLEKHH2	3.566	1.369	1.536
PLEKHH3	0.099	12.258	14.817
PLEKHJ1	21.734	39.65	58.137
PLEKHM1	22.408	7.818	9.324
PLEKHM1P1	36.551	5.812	5.552
PLEKHM2	49.065	42.379	74.603
PLEKHM3	7.695	4.275	1.277
PLEKHN1	0.184	0.034	1.099
PLEKHO1	10.02	20.459	18.771
PLEKHO2	2.365	8.939	13.135
PLEKHS1	0.03	0.01	0.0
PLET1	0.691	0.0	0.002
PLG	0.015	0.01	0.01
PLGLB1	2.934	1.022	0.406
PLGLB2	2.38	1.924	0.294
PLGRKT	9.717	8.59	24.715
PLIN1	0.218	0.504	13.642
PLIN2	17.149	23.475	25.869
PLIN3	21.547	15.64	16.946
PLIN4	5.75	0.553	199.764
PLIN5	0.64	2.894	27.414
PLK1	1.225	74.197	0.483
PLK2	1.078	21.372	14.537
PLK3	83.391	3.193	5.021
PLK4	1.63	9.327	0.093
PLLP	5.616	2.933	10.911
PLN	0.6	0.042	1309.57
PLOD1	0.866	18.956	28.262
PLOD2	0.039	4.265	7.95
PLOD3	3.636	9.924	11.821
PLP1	0.025	26.848	13.079
PLP2	98.843	50.59	72.433
PLPP1	13.36	9.338	110.701
PLPP2	0.096	0.732	0.402
PLPP3	0.033	39.307	32.053
PLPP4	0.0	1.565	0.041
PLPP5	7.383	27.789	2.469
PLPP6	17.475	2.373	2.264
PLPP7	0.0	2.49	139.748
PLPPR1	0.0	6.891	0.0
PLPPR2	11.719	105.797	20.004
PLPPR3	1.345	116.055	0.063
PLPPR4	0.0	5.422	0.286
PLPPR5	0.0	2.242	0.0
PLRG1	9.758	10.488	10.91
PLS1	0.577	0.438	0.542
PLS3	0.093	101.384	19.571
PLSCR1	2.531	1.792	8.144
PLSCR2	0.18	0.006	0.013
PLSCR3	39.888	27.644	28.114
PLSCR4	0.025	2.266	13.676
PLSCR5	0.0	0.04	0.0
PLTP	0.325	57.505	25.568
PLVAP	0.086	5.37	85.299
PLXDC1	34.911	3.569	3.353
PLXDC2	0.453	9.066	4.903
PLXNA1	4.573	18.043	9.305
PLXNA2	0.041	26.204	4.901
PLXNA3	14.845	82.08	8.051
PLXNA4	0.263	4.242	4.406
PLXNB1	0.237	45.006	21.974
PLXNB2	0.862	112.584	34.909
PLXNB3	0.134	9.434	5.545
PLXNC1	4.364	14.95	1.802
PLXND1	2.112	5.093	22.912
PM20D1	3.087	0.042	0.949
PM20D2	7.629	7.699	5.65
PMAIP1	9.188	1.021	0.163
PMCH	0.666	0.0	0.0
PMEL	4.227	0.099	0.2
PMEPA1	0.506	13.657	10.876
PMF1	26.672	37.649	51.034
PMFBP1	2.494	0.822	0.175
PML	21.956	18.757	8.923
PMM1	5.711	15.517	4.721
PMM2	16.629	3.598	11.296
PMP2	0.0	22.84	0.745
PMP22	0.016	17.599	90.397
PMPCA	18.781	9.623	24.596
PMPCB	50.27	16.104	27.974
PMS1	5.707	4.296	4.347
PMS2	7.649	4.467	1.953
PMVK	8.167	20.548	68.183
PNCK	0.037	6.651	2.342
PNISR	105.008	38.6	18.328
PNKD	2.2	8.058	22.512
PNKP	38.337	13.95	27.479
PNLDC1	0.127	0.178	0.527
PNLIP	0.0	0.0	0.0
PNLIPRP1	0.0	0.0	0.025
PNLIPRP3	0.0	0.0	0.0
PNMA1	23.611	90.275	18.347
PNMA2	0.046	32.726	1.632
PNMA3	4.835	2.196	3.209
PNMA5	0.431	0.395	0.007
PNMA6A	0.019	3.189	1.766
PNMAL1	0.052	16.232	11.574
PNMAL2	0.75	4.985	1.487
PNMT	0.138	3.129	25.968
PNN	129.667	66.551	19.874
PNO1	14.452	2.523	6.575
PNOC	0.04	4.829	0.0
PNP	7.3	6.595	3.332
PNPLA1	0.162	0.105	0.017
PNPLA2	83.037	16.954	86.091
PNPLA3	1.1	1.751	2.156
PNPLA4	1.841	1.833	16.84
PNPLA5	0.0	0.122	0.009
PNPLA6	22.63	15.533	19.444
PNPLA7	5.108	1.983	2.949
PNPLA8	13.212	9.135	15.558
PNPO	2.367	3.04	17.5
PNPT1	8.807	3.903	10.263
PNRC1	224.183	74.363	80.937
PNRC2	47.225	23.753	29.887
POC1A	0.298	6.982	0.727
POC1B	4.194	2.983	1.856
POC1B-GALNT4	3.561	0.769	2.854
POC5	5.277	4.395	1.908
PODN	0.0	1.387	27.652
PODNL1	0.196	0.158	0.559
PODXL	1.01	8.539	26.343
PODXL2	2.431	117.62	2.187
POF1B	0.048	0.0	7.647
POFUT1	6.688	5.32	14.69
POFUT2	15.881	6.466	7.819
POGK	15.461	17.945	6.75
POGLUT1	6.825	1.991	2.503
POGZ	30.286	44.066	10.328
POLA1	3.278	8.476	3.363
POLA2	6.396	9.425	2.523
POLB	6.671	11.406	6.378
POLD1	10.251	27.891	4.998
POLD2	13.083	59.713	36.403
POLD3	2.875	5.707	2.494
POLD4	20.323	4.645	34.558
POLDIP3	38.58	61.375	18.062
POLE	9.378	7.669	2.452
POLE2	0.542	2.671	0.245
POLE3	64.224	25.023	14.51
POLE4	7.329	5.611	11.022
POLG	24.311	10.45	12.306
POLG2	26.064	5.053	4.249
POLH	4.657	11.366	3.521
POLI	10.872	9.309	7.861
POLK	5.748	5.15	4.421
POLL	8.707	8.05	6.466
POLM	22.558	7.363	9.44
POLN	2.997	1.004	0.883
POLQ	0.218	1.573	0.194
POLR1A	11.667	5.863	5.342
POLR1B	4.892	2.989	2.703
POLR1C	23.849	7.94	5.826
POLR1D	29.457	39.821	16.662
POLR1E	19.887	18.898	7.585
POLR2A	83.605	113.576	20.369
POLR2B	39.042	28.918	23.962
POLR2C	49.523	47.724	34.382
POLR2D	18.103	13.919	10.87
POLR2E	31.458	58.641	61.727
POLR2F	2.703	14.146	13.186
POLR2G	34.855	66.734	18.875
POLR2H	8.415	15.42	9.908
POLR2I	11.587	77.267	57.116
POLR2J	39.983	56.953	113.896
POLR2J2	70.751	88.591	18.58
POLR2J3	51.118	52.541	11.45
POLR2K	20.652	28.263	38.417
POLR2L	11.314	32.753	147.639
POLR2M	13.852	9.274	105.613
POLR3A	6.481	8.087	3.235
POLR3B	3.561	3.087	3.374
POLR3C	17.948	21.524	5.719
POLR3D	20.174	14.442	5.203
POLR3E	43.354	8.687	11.808
POLR3F	9.115	6.69	5.29
POLR3G	1.655	0.467	0.397
POLR3GL	28.658	13.209	49.636
POLR3H	14.398	8.917	13.525
POLR3K	3.312	4.621	7.784
POLRMT	25.484	12.008	21.707
POM121	43.87	15.313	7.539
POM121L12	0.0	0.0	0.0
POM121L1P	0.0	0.0	0.066
POM121L2	0.013	0.013	0.0
POM121L4P	0.0	0.0	0.0
POM121L7P	0.0	0.0	0.071
POMC	0.993	0.647	9.042
POMGNT1	10.038	15.622	26.377
POMGNT2	6.435	23.378	23.26
POMK	7.971	11.781	1.571
POMP	24.046	47.76	106.228
POMT1	15.36	19.444	6.689
POMT2	1.579	8.228	2.87
POMZP3	13.762	23.69	7.943
PON1	0.029	0.089	0.06
PON2	3.766	27.627	21.929
PON3	0.0	0.119	0.597
POP1	0.713	1.364	1.294
POP4	8.019	6.121	16.803
POP5	13.767	8.756	15.245
POP7	5.284	25.212	28.263
POPDC2	3.632	1.636	345.127
POPDC3	0.0	0.353	32.597
POR	9.181	13.539	13.018
PORCN	11.114	12.13	8.02
POSTN	0.0	0.005	33.644
POT1	8.258	5.424	4.231
POTEC	0.006	0.004	0.0
POTED	0.0	0.0	0.0
POTEE	0.053	0.491	0.02
POTEF	0.001	0.023	0.042
POTEG	0.018	0.063	0.0
POTEH	0.009	0.0	0.0
POTEI	0.031	0.274	0.121
POTEJ	0.083	0.468	0.076
POTEM	0.0	0.004	0.0
POU1F1	0.055	0.0	0.0
POU2AF1	1.657	0.0	0.003
POU2F1	13.474	21.012	2.546
POU2F2	15.136	7.182	0.352
POU2F3	0.033	0.127	0.027
POU3F1	0.0	2.727	0.144
POU3F2	0.0	74.658	0.05
POU3F3	0.0	62.561	0.04
POU3F4	0.0	81.236	0.0
POU4F1	0.011	0.801	0.0
POU4F2	0.0	0.0	0.0
POU4F3	0.094	0.039	0.0
POU5F1	1.942	0.109	0.195
POU5F1B	1.45	0.032	0.159
POU6F1	20.213	18.716	2.424
POU6F2	0.005	0.495	0.64
PP2D1	5.093	0.0	0.026
PPA1	47.377	63.312	56.934
PPA2	7.989	2.642	22.193
PPAN	43.588	7.167	10.044
PPAN-P2RY11	54.064	9.423	11.74
PPARA	2.339	1.295	14.413
PPARD	46.849	19.528	19.847
PPARG	0.011	0.161	7.501
PPARGC1A	0.0	1.93	14.854
PPARGC1B	1.544	0.225	3.776
PPAT	2.676	5.363	1.0
PPBP	0.06	0.079	0.048
PPCDC	3.153	3.731	4.148
PPCS	16.208	6.305	23.746
PPDPF	77.895	631.555	157.705
PPEF1	0.3	0.153	0.226
PPEF2	0.206	0.039	0.009
PPFIA1	12.887	4.332	5.32
PPFIA2	0.0	6.622	0.119
PPFIA3	0.942	3.414	3.101
PPFIA4	0.43	2.602	18.399
PPFIBP1	0.894	4.172	14.223
PPFIBP2	3.31	0.236	3.118
PPHLN1	12.525	8.91	6.251
PPIA	89.227	118.73	43.547
PPIAL4D	0.137	0.27	0.0
PPIAL4G	0.612	0.43	0.046
PPIB	66.042	130.797	104.609
PPIC	0.02	1.156	32.125
PPID	15.387	10.125	28.699
PPIE	16.762	6.587	5.607
PPIF	17.23	22.889	76.749
